applicant_age,applicant_income,coapplicant_income,loan_amount,loan_term,credit_history,employment_status,education,marital_status,dependents,property_area,self_employed,existing_loans,monthly_expenses,savings,debt_to_income_ratio,loan_status,risk_category
53,137348,0,188000,36,1,Unemployed,Graduate,Single,4,Rural,No,2,68758,0,0.65,Rejected,High Risk
45,42321,0,37000,240,1,Employed,Not Graduate,Single,0,Urban,No,0,19937,76713,0.49,Approved,Low Risk
35,31929,0,45000,24,1,Employed,Not Graduate,Single,1,Rural,Yes,0,15415,28779,0.49,Approved,Medium Risk
43,45672,0,37000,24,1,Employed,Not Graduate,Single,0,Semiurban,No,1,18710,72604,0.52,Approved,Low Risk
28,30250,0,38000,84,0,Unemployed,Graduate,Single,1,Semiurban,No,2,8646,4775,0.45,Rejected,High Risk
40,24966,0,16000,48,1,Employed,Graduate,Single,4,Urban,Yes,0,11238,10096,0.45,Approved,Low Risk
37,97553,26352,136000,84,1,,Not Graduate,Married,4,Semiurban,No,3,38051,182705,0.62,Rejected,Medium Risk
21,52818,24629,125000,180,1,Unemployed,Not Graduate,Married,0,Urban,No,0,15103,58449,0.29,Approved,Low Risk
26,26914,34719,19000,36,1,Employed,Not Graduate,Married,0,Urban,No,2,7913,33420,0.44,Approved,Low Risk
39,80814,0,45000,180,1,Employed,Graduate,Single,1,Rural,No,0,24180,64206,0.3,Approved,Low Risk
40,27294,0,32000,180,1,Employed,Not Graduate,Married,4,Rural,No,0,14663,38690,0.54,Rejected,High Risk
47,78973,11701,26000,12,1,Employed,Graduate,Married,3,Rural,Yes,0,28756,0,0.4,Approved,Low Risk
37,129749,57494,133000,84,1,Unemployed,Not Graduate,Married,0,Urban,No,0,37153,77732,0.29,Approved,Low Risk
61,45696,26154,81000,240,1,Employed,Graduate,Married,2,Rural,No,0,19224,70744,0.45,Approved,Low Risk
52,20352,0,28000,60,1,Employed,Graduate,Single,3,Semiurban,No,1,7267,39184,0.47,Rejected,Medium Risk
60,78655,0,88000,36,1,Employed,Graduate,Married,0,Semiurban,No,1,25770,183453,0.4,Approved,Low Risk
32,56439,0,15000,84,0,Unemployed,Graduate,Single,2,Urban,No,0,26806,33611,0.47,Approved,Medium Risk
41,26633,0,28000,60,1,Employed,Not Graduate,Married,0,Rural,No,0,10031,42090,0.4,Approved,Low Risk
47,33156,0,25000,180,,Employed,Graduate,Married,1,Rural,No,0,10033,38652,0.3,Approved,Low Risk
42,25101,0,10000,120,1,Employed,Not Graduate,Married,0,Rural,No,0,12311,25042,0.49,Approved,Low Risk
27,88633,38246,139000,60,1,Employed,Graduate,Married,0,Semiurban,No,2,41552,82748,0.62,Rejected,Low Risk
45,28530,0,10000,36,1,Unemployed,Graduate,Single,4,Semiurban,No,1,16096,29054,0.64,Rejected,Medium Risk
37,31522,0,12000,24,1,Employed,Not Graduate,Married,1,Urban,Yes,1,11511,59936,0.44,Approved,Low Risk
28,37845,82500,77000,48,1,Employed,Graduate,Married,1,Urban,No,1,13334,42123,0.43,Approved,Low Risk
35,67773,0,68000,240,1,Unemployed,Not Graduate,Single,1,Semiurban,No,0,22882,32919,0.35,Approved,Low Risk
45,95853,0,91000,60,1,Unemployed,Not Graduate,Married,1,Rural,No,0,41591,74210,0.47,Approved,Low Risk
30,25977,53817,111000,84,1,Employed,Not Graduate,Married,2,Rural,No,3,12778,40572,0.72,Rejected,High Risk
40,68186,0,82000,12,1,Employed,Graduate,Single,2,Urban,No,3,24009,141127,0.58,Rejected,Low Risk
21,78061,0,97000,36,0,Employed,Not Graduate,Single,2,Semiurban,No,0,28090,38044,0.36,Rejected,High Risk
38,50856,0,31000,360,1,Employed,Graduate,Married,0,Semiurban,No,2,28432,68514,0.71,Approved,Low Risk
41,60218,0,45000,120,1,Employed,Graduate,Married,1,Semiurban,No,1,31214,139167,0.6,Approved,Low Risk
33,33918,0,10000,24,0,Employed,Not Graduate,Married,4,Rural,Yes,3,14524,19664,0.66,Rejected,High Risk
27,34251,0,11000,48,1,Employed,Not Graduate,Married,1,Semiurban,No,3,17722,56401,0.74,Approved,High Risk
29,51384,0,80000,36,1,Employed,Graduate,Married,1,Rural,No,1,25682,52368,0.58,Approved,High Risk
53,27994,0,34000,12,1,Unemployed,Graduate,Single,0,Urban,No,2,10309,18078,0.54,Rejected,High Risk
48,106604,0,,36,1,Employed,Not Graduate,Single,3,Urban,No,1,66437,61673,0.7,Approved,Low Risk
28,42419,0,53000,60,1,Employed,Graduate,Single,1,Semiurban,No,0,21725,42949,0.51,Approved,Low Risk
32,91487,22498,75000,360,1,Employed,Not Graduate,Married,0,Rural,No,2,33601,83875,0.52,Approved,Low Risk
38,30269,29843,26000,36,1,Employed,Graduate,Married,0,Semiurban,Yes,1,9875,54417,0.4,Approved,Low Risk
46,27729,37149,39000,84,1,Employed,Not Graduate,Married,0,Urban,No,1,12972,10189,0.56,Approved,Low Risk
47,47678,32032,,36,1,Unemployed,Not Graduate,Married,0,Semiurban,No,0,20419,14245,0.43,Rejected,Low Risk
26,93849,16193,79000,36,,Unemployed,Graduate,Married,0,Urban,No,0,25898,192301,0.28,Approved,Low Risk
45,37973,18195,28000,360,1,Unemployed,Graduate,Married,3,Urban,No,0,16350,72198,0.43,Approved,Low Risk
51,35069,0,52000,120,1,Employed,Graduate,Married,4,Urban,Yes,0,16835,10725,0.51,Rejected,High Risk
24,50235,0,23000,60,1,Employed,Not Graduate,Single,3,Rural,No,0,23853,31001,0.49,Approved,Low Risk
30,60269,0,45000,60,0,Employed,Graduate,Single,4,Urban,No,3,33448,0,0.78,Rejected,High Risk
41,56776,28122,102000,120,1,Unemployed,Graduate,Married,2,Urban,No,0,27498,93566,0.51,Approved,Low Risk
32,92077,20565,218000,36,1,Employed,Not Graduate,Married,0,Semiurban,No,2,33704,50536,0.52,Approved,Medium Risk
36,123165,0,81000,60,1,Employed,Graduate,Single,3,Semiurban,Yes,3,58842,0,0.7,Rejected,High Risk
34,63687,43622,112000,48,1,Employed,Graduate,Married,1,Urban,No,3,27664,98742,0.66,Approved,Low Risk
31,73895,0,55000,36,1,Unemployed,Graduate,Married,2,Urban,No,1,32028,0,0.51,Rejected,High Risk
37,62501,16632,30000,120,1,Employed,Graduate,Married,0,Rural,No,1,15220,83579,0.35,Approved,Low Risk
51,60036,35534,38000,60,1,Unemployed,Graduate,Married,0,Urban,No,0,22935,46047,0.38,Approved,Low Risk
51,57566,0,66000,48,1,Employed,Graduate,Married,4,Urban,No,2,23030,0,0.59,Rejected,High Risk
65,47646,0,76000,48,1,Employed,Not Graduate,Single,1,Semiurban,No,3,17986,67449,0.6,Rejected,High Risk
49,56020,23814,63000,36,1,Employed,Not Graduate,Married,1,Rural,No,0,27138,56703,0.48,Approved,Low Risk
34,63065,0,97000,84,1,Employed,Not Graduate,Married,0,Semiurban,No,1,25639,165406,0.48,Approved,Low Risk
51,65088,0,47000,48,,Employed,Not Graduate,Married,0,Semiurban,No,0,25048,91723,0.42,Approved,Low Risk
27,62039,0,54000,36,1,Employed,Not Graduate,Single,3,Urban,No,1,30979,73038,0.58,Approved,Low Risk
23,45764,0,35000,36,1,Unemployed,Graduate,Married,0,Urban,No,3,20227,43795,0.7,Rejected,High Risk
31,26910,91311,111000,180,1,Unemployed,Not Graduate,Married,0,Semiurban,No,0,9815,35550,0.38,Approved,Low Risk
44,59279,0,70000,12,1,Employed,Not Graduate,Single,4,Rural,No,0,31375,76900,0.53,Rejected,Medium Risk
36,22580,0,13000,360,1,Employed,Graduate,Married,0,Urban,No,1,11171,48177,0.57,Rejected,Low Risk
31,31555,0,12000,60,1,Employed,Graduate,Single,3,Rural,No,2,19463,48348,0.77,Rejected,High Risk
33,72517,26570,42000,240,1,Unemployed,Graduate,Married,3,Semiurban,No,0,35153,38802,0.48,Approved,Low Risk
32,40414,0,23000,240,0,Employed,Graduate,Single,0,Semiurban,No,2,18457,17363,0.64,Rejected,High Risk
48,51081,0,58000,48,1,Employed,Not Graduate,Single,4,Rural,No,1,23780,103792,0.54,Approved,High Risk
39,53377,0,18000,360,,Employed,Graduate,Married,0,Urban,No,0,24142,10025,0.5,Approved,Low Risk
56,71243,0,127000,36,1,Employed,Graduate,Married,3,Urban,No,0,30017,76610,0.43,Approved,Low Risk
30,35789,0,13000,120,1,Employed,Not Graduate,Single,4,Rural,No,0,20914,59235,0.58,Approved,Low Risk
42,47804,32109,75000,360,1,Employed,Not Graduate,Married,4,Semiurban,Yes,1,20683,94017,0.51,Approved,Low Risk
46,33067,0,26000,36,0,Employed,Not Graduate,Single,3,Semiurban,No,0,16581,6462,0.5,Approved,High Risk
28,54770,55552,,120,1,Employed,Not Graduate,Married,4,Urban,Yes,0,31993,50638,0.6,Approved,Low Risk
36,92581,0,15000,60,1,Employed,Not Graduate,Single,0,Rural,No,0,35242,141046,0.39,Approved,Low Risk
50,39545,47799,29000,36,1,Employed,Graduate,Married,,Urban,No,0,18750,16464,0.5,Approved,Low Risk
39,29657,26304,52000,60,1,Employed,Graduate,Married,0,Semiurban,Yes,2,11570,34862,0.59,Rejected,Medium Risk
35,50695,12394,61000,12,1,Unemployed,Graduate,Married,4,Urban,No,0,26072,0,0.51,Rejected,High Risk
48,26228,0,19000,12,1,Employed,Not Graduate,Single,0,Rural,No,2,11189,18548,0.58,Rejected,High Risk
36,30774,0,25000,36,1,Employed,Not Graduate,Single,2,Urban,No,1,10875,33524,0.45,Approved,Low Risk
24,40665,18059,58000,36,1,Employed,Graduate,Married,4,Semiurban,No,0,15713,30905,0.41,Approved,Low Risk
26,53294,34934,37000,60,1,Employed,Graduate,Married,2,Semiurban,No,0,20038,9605,0.38,Approved,Low Risk
30,70017,0,100000,60,1,Unemployed,Graduate,Married,3,Urban,No,0,34287,86340,0.49,Rejected,Low Risk
28,44943,0,65000,60,1,Employed,Not Graduate,Single,0,Rural,No,0,23726,25744,0.53,Approved,High Risk
38,43574,0,48000,240,0,Employed,Graduate,Married,0,Semiurban,No,2,11069,26803,0.44,Rejected,High Risk
50,62525,18852,94000,240,1,Unemployed,Graduate,Married,3,Semiurban,No,2,30679,34988,0.64,Rejected,High Risk
35,53453,33325,53000,48,1,Employed,Graduate,Married,1,Urban,No,0,24415,72292,0.48,Approved,Low Risk
29,59146,41351,115000,120,1,Employed,Graduate,Married,0,Semiurban,No,0,25981,41345,0.44,Approved,Low Risk
49,48789,0,16000,36,1,Employed,Not Graduate,Married,1,Semiurban,Yes,2,22373,45238,0.61,Approved,Low Risk
26,43299,18843,,48,,Employed,Graduate,Married,0,Urban,Yes,0,16650,0,0.38,Rejected,Medium Risk
32,57409,0,65000,36,1,Unemployed,Not Graduate,Single,2,Urban,No,0,22185,91481,0.41,Approved,Low Risk
27,31859,0,,48,1,Employed,Graduate,Single,0,Semiurban,No,0,8488,45695,0.27,Approved,Low Risk
28,72451,0,,60,1,Employed,Graduate,Single,2,Urban,No,0,34105,87285,0.47,Approved,Low Risk
38,38840,0,68000,84,1,Employed,Graduate,Single,0,Semiurban,No,1,12797,54514,0.4,Approved,Low Risk
46,32025,16829,,360,1,Unemployed,Not Graduate,Married,4,Rural,No,0,8892,62925,0.28,Approved,Low Risk
43,81133,0,43000,120,,Employed,Graduate,Married,0,Rural,No,0,28476,70985,0.35,Approved,Low Risk
37,80732,28500,123000,60,1,Employed,Graduate,Married,1,Urban,No,2,38275,85862,0.62,Approved,Low Risk
30,60443,0,13000,180,1,Employed,Not Graduate,Married,2,Semiurban,No,0,14965,45748,0.3,Approved,Low Risk
49,86699,47384,37000,36,1,Employed,Graduate,Married,3,Semiurban,No,1,34268,28572,0.47,Approved,Low Risk
40,20888,0,13000,360,1,Employed,Graduate,Married,1,Urban,No,0,5986,25693,0.31,Approved,Low Risk
49,22520,48308,88000,84,,Employed,Not Graduate,Married,0,Urban,No,2,7630,48885,0.51,Rejected,Low Risk
52,84109,0,52000,120,1,Employed,Not Graduate,Single,2,Semiurban,No,2,44395,101319,0.68,Approved,Low Risk
28,34636,27190,16000,360,1,Employed,Not Graduate,Married,0,Semiurban,Yes,0,12652,29169,0.38,Approved,Low Risk
42,44525,35453,,24,1,Unemployed,Graduate,Married,0,Rural,No,0,18528,39899,0.43,Approved,Low Risk
21,24901,0,17000,180,1,Employed,Graduate,Married,0,Semiurban,Yes,0,8025,21773,0.36,Approved,Low Risk
40,28671,0,49000,36,1,Employed,Not Graduate,Single,2,Semiurban,Yes,2,7532,53681,0.42,Rejected,High Risk
49,64506,0,65000,48,1,Employed,Graduate,Single,1,Urban,No,1,38456,105699,0.67,Rejected,Medium Risk
35,47050,0,22000,240,1,Employed,Graduate,Married,1,Rural,No,1,18778,46700,0.52,Approved,Low Risk
32,39910,0,25000,24,1,Employed,Graduate,Single,0,Urban,No,3,14804,63756,0.62,Approved,Medium Risk
38,38914,0,14000,120,0,Employed,Not Graduate,Married,3,Rural,No,0,14285,15451,0.37,Rejected,Medium Risk
49,102927,13580,88000,36,1,Employed,Graduate,Married,1,Semiurban,No,0,43583,209961,0.42,Approved,Low Risk
26,30794,0,30000,84,1,Unemployed,Not Graduate,Single,1,Semiurban,No,3,12694,45663,0.64,Rejected,High Risk
24,49748,0,11000,36,1,Employed,Not Graduate,Married,0,Rural,No,0,16539,51171,0.33,Approved,Low Risk
56,48275,0,11000,120,,Unemployed,Graduate,Married,2,Semiurban,No,0,18389,29851,0.38,Rejected,Medium Risk
40,34507,0,45000,24,0,Employed,Not Graduate,Married,2,Urban,No,0,14099,11415,0.45,Rejected,High Risk
30,84896,24428,143000,36,1,Employed,Graduate,Married,1,Semiurban,No,0,23350,160370,0.28,Approved,Low Risk
38,41784,0,37000,36,1,Employed,Graduate,Single,2,Rural,Yes,0,19696,26176,0.51,Approved,Low Risk
34,61110,0,23000,120,,Employed,Graduate,Married,1,Rural,No,1,34487,43247,0.64,Approved,Low Risk
35,103745,0,37000,180,1,Employed,Graduate,Single,1,Semiurban,No,0,54281,149068,0.54,Approved,Low Risk
46,41757,0,34000,48,1,Unemployed,Not Graduate,Single,4,Rural,No,0,16868,26481,0.45,Approved,Low Risk
42,33900,0,11000,240,1,Employed,Not Graduate,Single,0,Semiurban,No,0,14714,51457,0.43,Approved,Low Risk
34,50783,15449,37000,48,1,Employed,Graduate,Married,4,Rural,No,2,27193,0,0.73,Rejected,High Risk
36,99852,73806,227000,180,1,Employed,Not Graduate,Married,1,Urban,No,0,44647,128587,0.45,Approved,Low Risk
40,83328,68331,36000,60,,Unemployed,Graduate,Married,3,Semiurban,No,0,38915,14276,0.49,Rejected,Low Risk
37,40621,0,27000,240,1,Employed,Graduate,Married,,Semiurban,No,0,18568,28848,0.47,Approved,Low Risk
49,50244,0,32000,360,1,Employed,Not Graduate,Single,1,Urban,No,3,21489,69605,0.65,Rejected,Medium Risk
40,31220,0,28000,48,1,Employed,Graduate,Married,1,Urban,No,0,14912,59587,0.48,Approved,Low Risk
46,75262,20661,58000,60,1,Employed,Not Graduate,Married,4,Urban,Yes,1,34405,66126,0.56,Approved,Low Risk
24,62149,0,102000,12,0,Employed,Not Graduate,Married,2,Semiurban,No,2,20131,28948,0.53,Rejected,High Risk
33,41050,42775,95000,120,,Employed,Graduate,Married,0,Urban,No,0,19973,45176,0.53,Approved,Low Risk
53,66007,0,71000,240,1,Employed,Not Graduate,Single,3,Urban,No,1,25055,48381,0.45,Approved,Low Risk
27,68334,0,27000,36,1,Unemployed,Not Graduate,Single,1,Urban,No,1,42087,71909,0.75,Approved,Medium Risk
44,26596,33439,,84,1,Employed,Graduate,Married,1,Urban,No,2,7570,23338,0.43,Approved,Low Risk
46,94462,26231,71000,180,1,Employed,Not Graduate,Married,0,Semiurban,No,0,45294,20729,0.48,Approved,Low Risk
21,41677,0,13000,12,1,Unemployed,Graduate,Single,2,Urban,No,2,10166,76290,0.4,Rejected,Low Risk
39,28048,20542,80000,36,1,Unemployed,Not Graduate,Married,2,Semiurban,No,0,15991,14059,0.57,Rejected,High Risk
37,64871,36970,170000,60,1,Employed,Graduate,Married,1,Urban,No,0,15964,85355,0.25,Approved,Low Risk
36,72554,0,33000,60,0,Employed,Graduate,Single,4,Rural,Yes,0,36795,32045,0.52,Approved,High Risk
42,54076,0,20000,60,1,Unemployed,Graduate,Single,,Rural,No,0,35761,58711,0.68,Approved,Low Risk
39,21027,0,38000,24,1,Employed,Not Graduate,Married,2,Rural,No,1,9047,28658,0.51,Rejected,High Risk
38,46101,25082,75000,60,1,Employed,Graduate,Married,3,Rural,No,2,26601,44271,0.74,Rejected,High Risk
40,22797,0,10000,36,0,Employed,Not Graduate,Single,3,Urban,No,0,9389,13305,0.41,Rejected,High Risk
33,29846,0,10000,60,0,Employed,Not Graduate,Married,3,Semiurban,No,0,10381,13184,0.35,Rejected,Medium Risk
47,63692,0,68000,48,1,Employed,Not Graduate,Single,2,Semiurban,No,1,19825,55437,0.41,Approved,Low Risk
36,44636,28722,24000,180,1,Employed,Graduate,Married,0,Urban,No,0,16547,0,0.41,Approved,Low Risk
32,34898,0,22000,36,1,Employed,Not Graduate,Married,4,Urban,No,0,19627,42410,0.59,Rejected,Low Risk
58,55763,0,24000,36,1,Employed,Graduate,Single,1,Urban,Yes,0,23771,62303,0.43,Approved,Low Risk
21,149466,0,72000,180,1,Employed,Not Graduate,Married,0,Semiurban,No,0,50565,59432,0.36,Approved,Low Risk
31,38853,0,29000,84,1,Employed,Not Graduate,Single,2,Urban,No,0,25357,0,0.67,Rejected,High Risk
33,52694,0,17000,12,1,,Not Graduate,Single,2,Urban,No,0,25651,44608,0.54,Approved,Low Risk
50,34470,15185,42000,36,1,Employed,Graduate,Married,0,Rural,No,0,11410,21781,0.33,Approved,Low Risk
37,64033,32925,114000,60,1,Employed,Graduate,Married,0,Semiurban,No,1,19937,57773,0.42,Approved,Low Risk
42,54438,0,74000,84,1,Employed,Graduate,Married,2,Urban,No,0,23405,37056,0.48,Approved,Low Risk
39,52300,37151,60000,60,0,Employed,Not Graduate,Married,2,Urban,Yes,2,25703,18903,0.64,Rejected,High Risk
35,76335,17794,54000,48,1,Employed,Not Graduate,Married,2,Urban,No,3,33462,120355,0.66,Approved,Low Risk
56,86094,22947,89000,84,1,Unemployed,Not Graduate,Married,0,Rural,No,0,30038,172013,0.35,Approved,Low Risk
32,57373,0,61000,60,0,Unemployed,Not Graduate,Single,4,Semiurban,No,0,24953,16118,0.46,Rejected,High Risk
48,22553,0,23000,360,,,Graduate,Single,0,Urban,No,0,6550,29435,0.29,Approved,Low Risk
34,41760,41522,137000,84,,Unemployed,Graduate,Married,3,Rural,No,0,16891,16053,0.4,Rejected,High Risk
43,30655,0,48000,48,1,Unemployed,Not Graduate,Married,4,Urban,No,0,13195,63716,0.44,Rejected,Medium Risk
46,60406,0,81000,120,1,Employed,Not Graduate,Single,0,Rural,No,0,26952,29217,0.45,Rejected,Low Risk
43,49028,26580,38000,60,1,Employed,Graduate,Married,3,Urban,No,0,21453,17538,0.44,Approved,Low Risk
47,43255,0,32000,120,1,Employed,Graduate,Single,2,Urban,No,2,13172,63481,0.45,Approved,Low Risk
34,118157,0,60000,84,1,Employed,Graduate,Single,0,Semiurban,Yes,0,35585,247715,0.31,Approved,Low Risk
34,34207,24194,54000,24,1,Employed,Not Graduate,Married,0,Urban,Yes,0,13385,46514,0.44,Approved,Low Risk
47,30690,28682,,240,1,Employed,Graduate,Married,0,Urban,Yes,0,14908,20840,0.49,Approved,Low Risk
34,42302,0,26000,120,,Employed,Graduate,Single,1,Urban,No,0,25680,76555,0.61,Approved,Low Risk
41,46746,0,96000,180,1,Employed,Not Graduate,Single,1,Rural,No,0,21666,35684,0.46,Approved,Medium Risk
21,59495,57850,100000,240,1,Employed,Not Graduate,Married,1,Semiurban,No,3,27286,104102,0.68,Approved,Low Risk
59,46461,0,36000,60,1,Unemployed,Not Graduate,Single,0,Urban,No,0,13205,50820,0.33,Approved,Low Risk
28,27097,0,16000,60,0,Unemployed,Not Graduate,Single,1,Semiurban,No,2,10506,15686,0.54,Rejected,High Risk
43,28743,15267,84000,120,,Employed,Graduate,Married,3,Rural,No,0,9544,14319,0.33,Rejected,High Risk
41,21560,0,10000,12,0,Employed,Not Graduate,Single,0,Urban,No,0,5186,10269,0.27,Rejected,High Risk
31,42480,0,41000,60,1,Employed,Not Graduate,Married,3,Rural,No,0,18629,80386,0.47,Approved,Low Risk
43,32445,0,34000,180,,,Not Graduate,Single,0,Urban,No,0,14066,47023,0.5,Approved,Medium Risk
34,57486,0,20000,36,0,Employed,Graduate,Single,1,Urban,No,4,18464,16010,0.65,Rejected,High Risk
39,54445,0,18000,60,1,Employed,Not Graduate,Single,2,Urban,No,2,25794,41372,0.65,Rejected,Low Risk
49,29280,35554,29000,48,1,Employed,Not Graduate,Married,1,Rural,No,0,7574,48656,0.28,Approved,Low Risk
45,51292,42706,129000,60,0,Employed,Not Graduate,Married,1,Urban,Yes,3,11642,0,0.45,Rejected,High Risk
44,72070,0,46000,360,1,Employed,Not Graduate,Single,3,Urban,No,2,36256,0,0.65,Rejected,High Risk
31,26231,54927,41000,48,1,Employed,Graduate,Married,3,Rural,No,0,15358,24527,0.6,Approved,Low Risk
41,48183,0,26000,12,1,Employed,Graduate,Single,3,Semiurban,No,0,15340,35412,0.32,Approved,Low Risk
47,40362,21400,62000,60,1,Employed,Not Graduate,Married,1,Rural,No,1,13099,32207,0.4,Approved,Low Risk
21,45618,43323,92000,36,1,Employed,Not Graduate,Married,4,Semiurban,No,0,30260,26943,0.66,Approved,Low Risk
42,45493,0,18000,60,1,Employed,Graduate,Married,0,Urban,No,0,14699,71957,0.32,Approved,Low Risk
31,19252,0,17000,360,1,Employed,Not Graduate,Married,2,Urban,Yes,0,6903,34749,0.36,Approved,Low Risk
43,33555,20580,44000,60,1,Employed,Graduate,Married,3,Urban,No,1,16021,39395,0.58,Approved,Low Risk
33,33562,0,,84,1,Employed,Graduate,Single,2,Semiurban,No,0,20078,33790,0.62,Approved,High Risk
41,41824,0,14000,36,1,Unemployed,Graduate,Single,0,Semiurban,No,0,15059,47036,0.39,Approved,Low Risk
39,46892,43782,59000,84,1,Employed,Graduate,Married,2,Rural,No,0,20644,107393,0.46,Approved,Low Risk
46,80759,28318,172000,24,1,Unemployed,Not Graduate,Married,0,Semiurban,No,0,30672,68614,0.4,Approved,Low Risk
27,70395,0,,24,0,Employed,Graduate,Married,2,Rural,No,0,27571,13982,0.39,Rejected,High Risk
45,53465,56363,63000,36,1,Unemployed,Graduate,Married,1,Semiurban,No,0,19482,47789,0.36,Approved,Low Risk
39,102912,38749,86000,180,1,Employed,Not Graduate,Married,3,Rural,Yes,3,34601,56844,0.58,Approved,Low Risk
33,31778,0,10000,84,1,Employed,Not Graduate,Single,2,Semiurban,No,1,12597,38964,0.47,Approved,Low Risk
38,50719,0,39000,60,1,Unemployed,Not Graduate,Single,1,Rural,No,2,14620,0,0.44,Rejected,High Risk
56,27971,22357,20000,48,1,Unemployed,Graduate,Married,2,Semiurban,No,1,11071,34442,0.52,Approved,Low Risk
36,58552,24012,85000,60,1,Employed,Not Graduate,Married,,Rural,No,2,24516,35951,0.58,Approved,Medium Risk
39,41201,0,25000,60,1,Unemployed,Graduate,Single,4,Semiurban,No,0,17919,55892,0.43,Approved,Low Risk
21,127412,23685,47000,36,1,Unemployed,Graduate,Married,1,Rural,No,1,63030,150109,0.6,Rejected,Low Risk
33,82969,49375,60000,36,1,Unemployed,Graduate,Married,4,Semiurban,No,0,29921,130908,0.36,Approved,Low Risk
37,37616,0,21000,84,1,Employed,Graduate,Single,0,Rural,No,1,20805,70063,0.65,Approved,Low Risk
37,115627,0,34000,48,1,Employed,Not Graduate,Married,2,Semiurban,Yes,0,46409,64198,0.4,Approved,Low Risk
48,60323,40745,30000,48,1,Employed,Graduate,Married,1,Semiurban,Yes,0,29299,52713,0.49,Approved,Low Risk
31,55104,14099,26000,36,1,Employed,Graduate,Married,,Semiurban,No,0,29853,46566,0.54,Approved,Low Risk
31,23519,0,10000,120,0,Unemployed,Not Graduate,Single,1,Semiurban,No,2,13230,11755,0.71,Rejected,High Risk
51,35663,0,48000,36,,Employed,Not Graduate,Single,4,Rural,No,0,15806,5499,0.5,Rejected,High Risk
39,26647,101676,147000,24,1,Unemployed,Graduate,Married,0,Urban,No,3,13189,74393,0.72,Rejected,High Risk
39,51597,31175,88000,120,1,Unemployed,Graduate,Married,3,Urban,No,0,17222,32421,0.35,Approved,Low Risk
46,16568,26070,26000,12,1,Employed,Not Graduate,Married,0,Semiurban,Yes,0,7475,8623,0.45,Approved,Low Risk
28,123868,0,46000,48,1,Employed,Not Graduate,Single,2,Semiurban,No,2,64149,113997,0.68,Approved,Low Risk
29,21733,29853,15000,84,0,Employed,Not Graduate,Married,4,Urban,No,0,7617,10771,0.35,Rejected,Low Risk
41,93542,24597,98000,60,1,Employed,Graduate,Married,0,Rural,Yes,1,41978,181380,0.52,Approved,Low Risk
49,64675,0,37000,240,1,Employed,Graduate,Married,3,Semiurban,No,0,35085,36843,0.54,Approved,Low Risk
44,53235,0,50000,24,1,Employed,Graduate,Married,1,Rural,Yes,0,15429,59836,0.29,Approved,Low Risk
58,26900,0,10000,48,0,Employed,Graduate,Single,0,Semiurban,No,0,13171,5915,0.49,Approved,High Risk
46,48379,0,28000,36,1,Employed,Graduate,Single,1,Rural,No,3,15859,31407,0.55,Approved,Medium Risk
28,15115,0,10000,120,1,Employed,Graduate,Married,1,Urban,No,0,5084,5897,0.39,Approved,Low Risk
39,31072,0,40000,48,1,Employed,Not Graduate,Single,0,Semiurban,No,0,9869,42652,0.32,Approved,Low Risk
49,51956,0,41000,240,1,Employed,Graduate,Single,4,Semiurban,Yes,0,25348,0,0.49,Rejected,High Risk
34,65604,0,47000,60,1,Employed,Graduate,Single,1,Semiurban,No,0,24756,52893,0.38,Approved,Low Risk
35,60830,0,55000,120,1,Employed,Graduate,Single,0,Urban,No,0,33602,124907,0.57,Approved,Low Risk
43,71426,0,61000,180,1,Employed,Not Graduate,Single,3,Urban,No,1,33440,64756,0.58,Approved,Low Risk
34,119788,0,168000,240,0,Unemployed,Graduate,Single,4,Semiurban,No,0,65873,71865,0.58,Rejected,High Risk
41,49796,0,17000,180,,Employed,Graduate,Single,1,Semiurban,No,0,23318,43782,0.47,Approved,Low Risk
23,100303,0,32000,60,1,Unemployed,Not Graduate,Married,2,Urban,No,0,31163,138682,0.31,Approved,Low Risk
37,47990,28730,112000,36,1,Employed,Graduate,Married,3,Urban,No,0,23450,43054,0.49,Approved,Low Risk
40,51991,52929,24000,240,1,Employed,Not Graduate,Married,3,Urban,No,1,19113,95996,0.46,Approved,Low Risk
33,54889,36188,92000,36,,Employed,Graduate,Married,3,Semiurban,No,0,19406,23747,0.36,Approved,Medium Risk
46,32078,15923,55000,360,1,Employed,Not Graduate,Married,1,Urban,No,1,10647,19017,0.41,Approved,Low Risk
45,44655,0,23000,12,1,Employed,Not Graduate,Married,3,Urban,No,0,15616,28347,0.43,Approved,Low Risk
34,69221,0,32000,60,1,Employed,Graduate,Married,0,Urban,No,0,33288,109997,0.48,Approved,Low Risk
36,71837,0,51000,180,1,Employed,Graduate,Single,1,Semiurban,Yes,0,34151,136487,0.51,Approved,Low Risk
53,109412,0,37000,120,1,Employed,Graduate,Married,1,Urban,No,1,21700,102306,0.28,Approved,Low Risk
41,23083,0,16000,36,1,Employed,Graduate,Married,4,Semiurban,No,0,9570,7695,0.42,Approved,Low Risk
27,45984,0,29000,240,0,Employed,Not Graduate,Married,3,Rural,No,2,19442,21228,0.6,Rejected,High Risk
38,137020,11406,98000,48,1,Employed,Graduate,Married,0,Semiurban,Yes,0,38762,113385,0.31,Approved,Low Risk
29,75087,0,29000,60,1,Employed,Graduate,Single,1,Rural,No,0,39871,152000,0.53,Approved,Low Risk
